matchday,penalty_taker,penalty_taker_position,penalty_taker_club,goalkeeper,score_before_penalty,minute,home_team,away_team,final_score,season,scored
10,Bernd Windhausen,Sturm,1.FC Kaiserslautern,Petar Radenkovic,0:0,32',TSV 1860 München,1.FC Kaiserslautern,1:0 ,1968/1969,0
16,Lothar Ulsaß,Mittelstürmer,Eintracht Braunschweig,Wolfgang Schnarr,:,-,Eintracht Braunschweig,1.FC Kaiserslautern,3:0 ,1968/1969,0
16,Djordje Pavlic,Mittelstürmer,MSV Duisburg,Petar Radenkovic,1:1,71',MSV Duisburg,TSV 1860 München,3:4 ,1968/1969,0
18,Hans Siemensmeyer,Hängende Spitze,Hannover 96,Günter Bernard,:,-,Hannover 96,SV Werder Bremen,1:0 ,1968/1969,0
20,Ralf Falkenmayer,Defensives Mittelfeld,Eintracht Frankfurt,Jörg Schmadtke,0:0,7',Eintracht Frankfurt,Fortuna Düsseldorf,2:0 ,1985/1986,0
25,Wilfried Hannes,Innenverteidiger,Borussia Mönchengladbach,Jörg Schmadtke,0:0,36',Fortuna Düsseldorf,Borussia Mönchengladbach,2:0 ,1985/1986,0
25,Dieter Müller,Mittelstürmer,1.FC Saarbrücken,Ralf Raps,2:1,69',1.FC Saarbrücken,Hannover 96,2:1 ,1985/1986,0
32,Wolfgang Funkel,Innenverteidiger,KFC Uerdingen 05,Herbert Heider,2:1,38',KFC Uerdingen 05,1.FC Nürnberg,6:2 ,1985/1986,0
33,Klaus Allofs,Mittelstürmer,1.FC Köln,Uwe Zimmermann,1:1,81',SV Waldhof Mannheim,1.FC Köln,1:1 ,1985/1986,0
33,Michael Kutzop,Abwehr,SV Werder Bremen,Jean-Marie Pfaff,0:0,89',SV Werder Bremen,FC Bayern München,0:0 ,1985/1986,0
34,Andreas Brehme,Linker Verteidiger,1.FC Kaiserslautern,Wolfgang Kellner,0:1,26',1.FC Saarbrücken,1.FC Kaiserslautern,0:6 ,1985/1986,0
34,Stefan Jambo,Offensives Mittelfeld,1.FC Saarbrücken,Gerry Ehrmann,0:3,49',1.FC Saarbrücken,1.FC Kaiserslautern,0:6 ,1985/1986,0
1,Horst-Dieter Höttges,Libero,SV Werder Bremen,Fred-Werner Bockholt,0:0,25',SV Werder Bremen,Kickers Offenbach,0:0 ,1972/1973,0
1,Helmut Kremers,Linker Verteidiger,FC Schalke 04,Franz-Josef Pauly,3:1,68',FC Schalke 04,Hannover 96,3:1 ,1972/1973,0
2,Hans-Josef Kapellmann,Defensives Mittelfeld,1.FC Köln,Wolfgang Scheid,1:0,14',1.FC Köln,Rot-Weiß Oberhausen,3:1 ,1972/1973,0
2,Niko Semlitsch,Abwehr,Kickers Offenbach,Bernd Franke,1:0,25',Kickers Offenbach,Eintracht Braunschweig,1:0 ,1972/1973,0
2,Franz Roth,Defensives Mittelfeld,FC Bayern München,Günter Bernard,2:0,50',FC Bayern München,SV Werder Bremen,2:1 ,1972/1973,0
3,Jupp Heynckes,Mittelstürmer,Borussia Mönchengladbach,Franz-Josef Pauly,2:1,82',Borussia Mönchengladbach,Hannover 96,3:1 ,1972/1973,0
3,Norbert Nigbur,Torwart,FC Schalke 04,Wilfried Woyke,3:0,84',FC Schalke 04,Fortuna Düsseldorf,3:1 ,1972/1973,0
4,Jürgen Friedrich,Zentrales Mittelfeld,1.FC Kaiserslautern,Wolfgang Kleff,2:1,69',1.FC Kaiserslautern,Borussia Mönchengladbach,3:1 ,1972/1973,0
5,Josef Hickersberger,Offensives Mittelfeld,Kickers Offenbach,Norbert Nigbur,6:1,78',FC Schalke 04,Kickers Offenbach,6:1 ,1972/1973,0
6,Idriz Hosic,Sturm,1.FC Kaiserslautern,Dietmar Linders,0:0,79',1.FC Kaiserslautern,MSV Duisburg,0:0 ,1972/1973,0
31,Jürgen Röber,Rechtes Mittelfeld,Bayer 04 Leverkusen,Uwe Zimmermann,0:1,84',Bayer 04 Leverkusen,SV Waldhof Mannheim,0:1 ,1983/1984,0
31,Ralf Falkenmayer,Defensives Mittelfeld,Eintracht Frankfurt,Herbert Heider,2:1,86',Eintracht Frankfurt,1.FC Nürnberg,3:1 ,1983/1984,0
32,Uwe Reinders,Mittelstürmer,SV Werder Bremen,Oliver Reck,1:0,24',Kickers Offenbach,SV Werder Bremen,3:7 ,1983/1984,0
33,Friedhelm Funkel,Offensives Mittelfeld,KFC Uerdingen 05,Toni Schumacher,0:2,20',KFC Uerdingen 05,1.FC Köln,4:6 ,1983/1984,0
34,Günter Sebert,Libero,SV Waldhof Mannheim,Oliver Reck,2:0,41',SV Waldhof Mannheim,Kickers Offenbach,6:1 ,1983/1984,0
34,Ralf Falkenmayer,Defensives Mittelfeld,Eintracht Frankfurt,Ronnie Hellström,2:0,71',Eintracht Frankfurt,1.FC Kaiserslautern,3:0 ,1983/1984,0
1,Günter Heiden,Sturm,Borussia Neunkirchen,Manfred Orzessek,1:1,54',Borussia Neunkirchen,Borussia Mönchengladbach,1:1 ,1965/1966,0
3,Günter Netzer,Offensives Mittelfeld,Borussia Mönchengladbach,Manfred Paul,0:2,38',Karlsruher SC,Borussia Mönchengladbach,3:3 ,1965/1966,0
3,Hans Sturm,Linkes Mittelfeld,1.FC Köln,Günter Sawitzki,2:1,80',1.FC Köln,VfB Stuttgart,3:1 ,1965/1966,0
3,Klaus-Dieter Sieloff,Libero,VfB Stuttgart,Fritz Ewert,3:1,88',1.FC Köln,VfB Stuttgart,3:1 ,1965/1966,0
4,Otto Laszig,Rechter Verteidiger,Hannover 96,Dr. Peter Kunter,1:0,32',Hannover 96,Eintracht Frankfurt,4:1 ,1965/1966,0
4,Eddy Bandura,Linker Verteidiger,Hannover 96,Dr. Peter Kunter,2:1,56',Hannover 96,Eintracht Frankfurt,4:1 ,1965/1966,0
5,Otto Luttrop,Linkes Mittelfeld,TSV 1860 München,Günter Sawitzki,0:0,29',TSV 1860 München,VfB Stuttgart,0:0 ,1965/1966,0
5,Hans Sturm,Linkes Mittelfeld,1.FC Köln,Horst Mühlmann,0:0,53',1.FC Köln,FC Schalke 04,2:1 ,1965/1966,0
5,Rudolf Brunnenmeier,Mittelstürmer,TSV 1860 München,Günter Sawitzki,0:0,70',TSV 1860 München,VfB Stuttgart,0:0 ,1965/1966,0
5,Egon Milder,Libero,Borussia Mönchengladbach,Hans Tilkowski,4:5,78',Borussia Mönchengladbach,Borussia Dortmund,4:5 ,1965/1966,0
34,Jürgen Diefenbach,Abwehr,Hertha BSC,Helmut Roleder,1:0,13',Hertha BSC,VfB Stuttgart,4:2 ,1979/1980,0
34,Bernd Förster,Innenverteidiger,VfB Stuttgart,Wolfgang Kleff,4:2,75',Hertha BSC,VfB Stuttgart,4:2 ,1979/1980,0
1,Manfred Pohlschmidt,Mittelstürmer,Hamburger SV,Horst Podlasly,2:1,76',Hamburger SV,Hannover 96,2:1 ,1966/1967,0
3,Hartmut Heidemann,Linker Verteidiger,MSV Duisburg,Günter Bernard,0:0,21',MSV Duisburg,SV Werder Bremen,1:0 ,1966/1967,0
5,Jürgen Grabowski,Rechtsaußen,Eintracht Frankfurt,Horst Podlasly,2:1,61',Hannover 96,Eintracht Frankfurt,2:1 ,1966/1967,0
7,Heinz van Haaren,Offensives Mittelfeld,MSV Duisburg,Günter Sawitzki,0:0,36',MSV Duisburg,VfB Stuttgart,0:0 ,1966/1967,0
8,Rudolf Brunnenmeier,Mittelstürmer,TSV 1860 München,Bernhard Wessel,0:0,31',TSV 1860 München,Borussia Dortmund,1:2 ,1966/1967,0
11,Werner Biskup,Abwehr,Fortuna Düsseldorf,Milutin Soskic,0:0,9',Fortuna Düsseldorf,1.FC Köln,1:3 ,1966/1967,0
11,Jürgen Koch,Linksaußen,Fortuna Düsseldorf,Milutin Soskic,1:3,87',Fortuna Düsseldorf,1.FC Köln,1:3 ,1966/1967,0
13,Günter Netzer,Offensives Mittelfeld,Borussia Mönchengladbach,Petar Radenkovic,2:3,84',Borussia Mönchengladbach,TSV 1860 München,2:3 ,1966/1967,0
15,Vlado Saric,Abwehr,Rot-Weiss Essen,Milutin Soskic,0:0,7',Rot-Weiss Essen,1.FC Köln,1:3 ,1966/1967,0
15,Helmut Sandmann,Abwehr,Hamburger SV,Bernhard Wessel,0:1,12',Hamburger SV,Borussia Dortmund,1:1 ,1966/1967,0
15,Jürgen Grabowski,Rechtsaußen,Eintracht Frankfurt,Ulrich Gelhard,5:0,85',Eintracht Frankfurt,Wuppertaler SV,5:0 ,1974/1975,0
16,Karl-Heinz Handschuh,Mittelstürmer,Eintracht Braunschweig,Wolfgang Kleff,0:2,24',Eintracht Braunschweig,Borussia Mönchengladbach,1:3 ,1974/1975,0
17,Manfred Burgsmüller,Mittelstürmer,Rot-Weiss Essen,Gerhard Heinze,1:1,34',Rot-Weiss Essen,VfB Stuttgart,3:1 ,1974/1975,0
17,Rainer Geye,Mittelstürmer,Fortuna Düsseldorf,Fred-Werner Bockholt,3:0,63',Fortuna Düsseldorf,Kickers Offenbach,3:2 ,1974/1975,0
17,Karl-Heinz Körbel,Innenverteidiger,Eintracht Frankfurt,Bernd Franke,2:0,84',Eintracht Frankfurt,Eintracht Braunschweig,2:0 ,1974/1975,0
18,Werner Balte,Offensives Mittelfeld,VfL Bochum,Helmut Roleder,0:0,19',VfL Bochum,VfB Stuttgart,1:0 ,1974/1975,0
19,Hermann Ohlicher,Mittelfeld,VfB Stuttgart,Wilfried Woyke,1:1,55',VfB Stuttgart,Fortuna Düsseldorf,1:1 ,1974/1975,0
19,Uwe Kliemann,Libero,Hertha BSC,Sepp Maier,4:1,88',Hertha BSC,FC Bayern München,4:1 ,1974/1975,0
21,Horst-Dieter Höttges,Libero,SV Werder Bremen,Dietmar Linders,0:0,48',SV Werder Bremen,MSV Duisburg,3:1 ,1974/1975,0
22,Dieter Bast,Defensives Mittelfeld,Rot-Weiss Essen,Dieter Burdenski,0:1,5',Rot-Weiss Essen,SV Werder Bremen,1:1 ,1974/1975,0
19,Jürgen Röber,Rechtes Mittelfeld,SV Werder Bremen,Jörg Daniel,0:0,10',Fortuna Düsseldorf,SV Werder Bremen,2:0 ,1977/1978,0
21,Jürgen Grabowski,Rechtsaußen,Eintracht Frankfurt,Horst Bertram,2:1,89',Eintracht Frankfurt,Borussia Dortmund,2:1 ,1977/1978,0
23,Markus Elmer,Libero,VfB Stuttgart,Horst Bertram,3:0,62',VfB Stuttgart,Borussia Dortmund,4:1 ,1977/1978,0
24,Klaus Fischer,Mittelstürmer,FC Schalke 04,Toni Schumacher,2:0,90',FC Schalke 04,1.FC Köln,2:0 ,1977/1978,0
25,Bernd Hölzenbein,Rechtsaußen,Eintracht Frankfurt,Bernhard Hartmann,1:0,58',Eintracht Frankfurt,TSV 1860 München,1:0 ,1977/1978,0
28,Franz Gerber,Mittelstürmer,FC St. Pauli,Bernhard Hartmann,4:1,90',TSV 1860 München,FC St. Pauli,4:1 ,1977/1978,0
29,Hermann Ohlicher,Mittelfeld,VfB Stuttgart,Ronnie Hellström,0:0,24',VfB Stuttgart,1.FC Kaiserslautern,3:0 ,1977/1978,0
2,Jürgen Grabowski,Rechtsaußen,Eintracht Frankfurt,Dietmar Linders,2:0,53',Eintracht Frankfurt,MSV Duisburg,3:0 ,1973/1974,0
3,Lothar Huber,Rechter Verteidiger,1.FC Kaiserslautern,Dr. Peter Kunter,1:1,51',1.FC Kaiserslautern,Eintracht Frankfurt,1:4 ,1973/1974,0
3,Josef Pirrung,Hängende Spitze,1.FC Kaiserslautern,Dr. Peter Kunter,1:1,62',1.FC Kaiserslautern,Eintracht Frankfurt,1:4 ,1973/1974,0
7,Gerd Müller,Mittelstürmer,FC Bayern München,Dieter Burdenski,0:1,30',FC Bayern München,SV Werder Bremen,2:2 ,1973/1974,0
8,Fritz Fuchs,Abwehr,1.FC Kaiserslautern,Werner Scholz,0:0,20',1.FC Kaiserslautern,VfL Bochum,0:2 ,1973/1974,0
9,Hermann Erlhoff,Innenverteidiger,Rot-Weiss Essen,Dieter Burdenski,0:0,-,Rot-Weiss Essen,SV Werder Bremen,3:1 ,1973/1974,0
9,Niko Semlitsch,Abwehr,Kickers Offenbach,Dietmar Linders,2:0,81',Kickers Offenbach,MSV Duisburg,2:0 ,1973/1974,0
10,Willi Reimann,Mittelstürmer,Hannover 96,Heinz Blasey,1:2,83',Hannover 96,Rot-Weiss Essen,1:2 ,1973/1974,0
11,Klaus Winkler,Abwehr,Hamburger SV,Werner Scholz,:,-,Hamburger SV,VfL Bochum,5:0 ,1973/1974,0
11,Klaus-Dieter Sieloff,Libero,Borussia Mönchengladbach,Josef Elting,2:1,87',Borussia Mönchengladbach,1.FC Kaiserslautern,2:2 ,1973/1974,0
30,Klaus Zaczyk,Offensives Mittelfeld,Hamburger SV,Volker Danner,0:0,40',MSV Duisburg,Hamburger SV,2:2 ,1970/1971,0
31,Rainer Budde,Mittelstürmer,MSV Duisburg,Bernd Helmschrot,0:1,25',Hannover 96,MSV Duisburg,3:3 ,1970/1971,0
31,Jürgen Grabowski,Rechtsaußen,Eintracht Frankfurt,Jürgen Rynio,0:0,41',Eintracht Frankfurt,Borussia Dortmund,2:0 ,1970/1971,0
34,Hartmut Heidemann,Linker Verteidiger,MSV Duisburg,Sepp Maier,0:0,12',MSV Duisburg,FC Bayern München,2:0 ,1970/1971,0
34,Hartmut Weiß,Linksaußen,VfB Stuttgart,Josef Elting,1:0,47',VfB Stuttgart,1.FC Kaiserslautern,2:0 ,1970/1971,0
2,Hans Arnold,Mittelfeld,VfB Stuttgart,Gerhard Strick,1:1,31',VfB Stuttgart,1.FC Nürnberg,3:1 ,1964/1965,0
3,Wilhelm Huberts,Libero,Eintracht Frankfurt,Günter Bernard,0:2,60',Eintracht Frankfurt,SV Werder Bremen,0:2 ,1964/1965,0
3,Jürgen Moll,Sturm,Eintracht Braunschweig,Manfred Manglitz,0:1,64',Eintracht Braunschweig,MSV Duisburg,0:1 ,1964/1965,0
4,Günter Herrmann,Offensives Mittelfeld,FC Schalke 04,Hans Jäcker,0:0,30',FC Schalke 04,Eintracht Braunschweig,0:3 ,1964/1965,0
4,Hans Arnold,Mittelfeld,VfB Stuttgart,Fritz Ewert,2:2,44',VfB Stuttgart,1.FC Köln,3:3 ,1964/1965,0
4,Rudolf Brunnenmeier,Mittelstürmer,TSV 1860 München,Horst-Dieter Strich,2:2,69',TSV 1860 München,1.FC Kaiserslautern,2:2 ,1964/1965,0
5,Wilhelm Huberts,Libero,Eintracht Frankfurt,Manfred Paul,0:7,87',Eintracht Frankfurt,Karlsruher SC,0:7 ,1964/1965,0
7,Heinz Strehl,Mittelstürmer,1.FC Nürnberg,Manfred Paul,3:1,69',1.FC Nürnberg,Karlsruher SC,4:1 ,1964/1965,0
8,Hermann Straschitz,Mittelfeld,Borussia Dortmund,Hans Jäcker,0:1,89',Eintracht Braunschweig,Borussia Dortmund,0:1 ,1964/1965,0
9,Stefan Reisch,Linkes Mittelfeld,1.FC Nürnberg,Hans Jäcker,0:2,35',1.FC Nürnberg,Eintracht Braunschweig,3:2 ,1964/1965,0
7,Franz Beckenbauer,Libero,FC Bayern München,Dr. Peter Kunter,0:0,38',Eintracht Frankfurt,FC Bayern München,2:1 ,1972/1973,0
8,Erwin Kostedde,Mittelstürmer,Kickers Offenbach,Helmut Roleder,0:1,9',Kickers Offenbach,VfB Stuttgart,1:3 ,1972/1973,0
9,Franz-Josef Hönig,Mittelfeld,Hamburger SV,Werner Scholz,0:0,7',Hamburger SV,VfL Bochum,2:1 ,1972/1973,0
9,Bernd Lehmann,Offensives Mittelfeld,MSV Duisburg,Fred-Werner Bockholt,2:0,51',MSV Duisburg,Kickers Offenbach,4:0 ,1972/1973,0
9,Fred-Werner Bockholt,Torwart,Kickers Offenbach,Dietmar Linders,4:0,68',MSV Duisburg,Kickers Offenbach,4:0 ,1972/1973,0
17,Gerd Müller,Mittelstürmer,FC Bayern München,Gerhard Welz,1:1,18',1.FC Köln,FC Bayern München,2:1 ,1972/1973,0
19,Lothar Kobluhn,Defensives Mittelfeld,Rot-Weiß Oberhausen,Gerhard Welz,0:1,33',Rot-Weiß Oberhausen,1.FC Köln,2:2 ,1972/1973,0
19,Georg Volkert,Linksaußen,Hamburger SV,Wolfgang Kleff,5:1,77',Borussia Mönchengladbach,Hamburger SV,6:1 ,1972/1973,0
21,Lorenz Horr,Sturm,Hertha BSC,Sepp Maier,0:0,7',Hertha BSC,FC Bayern München,2:5 ,1972/1973,0
22,Hans-Josef Hellingrath,Rechter Verteidiger,Hannover 96,Volker Danner,3:2,58',Hannover 96,MSV Duisburg,3:3 ,1972/1973,0
27,Youri Djorkaeff,Offensives Mittelfeld,1.FC Kaiserslautern,Franz Wohlfahrt,1:2,90',1.FC Kaiserslautern,VfB Stuttgart,1:2 ,1999/2000,0
32,Paulo Sérgio,Linksaußen,FC Bayern München,Martin Pieckenhagen,3:1,81',FC Bayern München,FC Hansa Rostock,4:1 ,1999/2000,0
33,Alexander Iashvili,Hängende Spitze,SC Freiburg,Michael Schjönberg,2:1,84',SC Freiburg,1.FC Kaiserslautern,2:1 ,1999/2000,0
11,Gerd Müller,Mittelstürmer,FC Bayern München,Gernot Fraydl,1:1,82',FC Bayern München,Hertha BSC,1:2 ,1969/1970,0
12,Erwin Hoffmann,Offensives Mittelfeld,Alemannia Aachen,Dr. Peter Kunter,0:0,36',Alemannia Aachen,Eintracht Frankfurt,2:1 ,1969/1970,0
14,Bernd Patzke,Innenverteidiger,Hertha BSC,Wolfgang Schnarr,1:0,22',Hertha BSC,1.FC Kaiserslautern,3:0 ,1969/1970,0
14,Sigfried Held,Offensives Mittelfeld,Borussia Dortmund,Gerhard Prokop,3:1,85',Alemannia Aachen,Borussia Dortmund,3:1 ,1969/1970,0
19,Uwe Seeler,Mittelstürmer,Hamburger SV,Klaus Günther,1:0,7',Hamburger SV,Borussia Dortmund,4:3 ,1969/1970,0
19,Karl-Heinz Ferschl,Rechter Verteidiger,Hertha BSC,Petar Radenkovic,3:2,55',Hertha BSC,TSV 1860 München,4:2 ,1969/1970,0
19,Wolfgang Gayer,Hängende Spitze,Hertha BSC,Petar Radenkovic,4:2,87',Hertha BSC,TSV 1860 München,4:2 ,1969/1970,0
21,Lorenz Horr,Sturm,Hertha BSC,Fred-Werner Bockholt,1:0,50',Hertha BSC,Rot-Weiss Essen,4:0 ,1969/1970,0
22,Hans-Josef Hellingrath,Rechter Verteidiger,Hannover 96,Petar Radenkovic,2:0,70',TSV 1860 München,Hannover 96,0:0 ,1969/1970,0
25,Otto Geisert,Offensives Mittelfeld,1.FC Kaiserslautern,Jürgen Rynio,0:0,-,1.FC Kaiserslautern,Borussia Dortmund,2:2 ,1969/1970,0
15,Manfred Pohlschmidt,Mittelstürmer,Hamburger SV,Bernhard Wessel,0:1,44',Hamburger SV,Borussia Dortmund,1:1 ,1966/1967,0
19,Lothar Emmerich,Mittelstürmer,Borussia Dortmund,Horst Podlasly,1:0,72',Borussia Dortmund,Hannover 96,3:0 ,1966/1967,0
20,Manfred Pohlschmidt,Mittelstürmer,Hamburger SV,Volker Danner,2:1,60',Borussia Mönchengladbach,Hamburger SV,4:2 ,1966/1967,0
21,Georg Volkert,Linksaußen,1.FC Nürnberg,Wolfgang Schnarr,1:1,48',1.FC Kaiserslautern,1.FC Nürnberg,1:1 ,1966/1967,0
21,Egon Milder,Libero,Borussia Mönchengladbach,Bernhard Wessel,2:2,50',Borussia Dortmund,Borussia Mönchengladbach,3:2 ,1966/1967,0
22,Bernd Patzke,Innenverteidiger,TSV 1860 München,Norbert Nigbur,0:2,88',TSV 1860 München,FC Schalke 04,0:2 ,1966/1967,0
23,Lothar Emmerich,Mittelstürmer,Borussia Dortmund,Roland Wabra,0:1,10',Borussia Dortmund,1.FC Nürnberg,0:1 ,1966/1967,0
24,Herbert Laumen,Mittelstürmer,Borussia Mönchengladbach,Horst Podlasly,0:0,58',Borussia Mönchengladbach,Hannover 96,2:0 ,1966/1967,0
25,Lothar Emmerich,Mittelstürmer,Borussia Dortmund,Petar Radenkovic,1:1,81',Borussia Dortmund,TSV 1860 München,1:1 ,1966/1967,0
26,Lothar Ulsaß,Mittelstürmer,Eintracht Braunschweig,Erhard Schwerin,1:0,18',Eintracht Braunschweig,Hamburger SV,2:0 ,1966/1967,0
22,Theo Bücker,Mittelfeld,MSV Duisburg,Wolfgang Kleff,0:1,71',MSV Duisburg,Borussia Mönchengladbach,1:1 ,1974/1975,0
22,Johannes Riedl,Sturm,1.FC Kaiserslautern,Günther Wienhold,2:2,75',1.FC Kaiserslautern,Eintracht Frankfurt,2:2 ,1974/1975,0
22,Gerd Zimmermann,Innenverteidiger,Fortuna Düsseldorf,Norbert Nigbur,2:0,80',Fortuna Düsseldorf,FC Schalke 04,2:1 ,1974/1975,0
23,Wolfgang Kraus,Zentrales Mittelfeld,Eintracht Frankfurt,Dietmar Linders,:,-,Eintracht Frankfurt,MSV Duisburg,4:1 ,1974/1975,0
23,Hans-Joachim Weller,Zentrales Mittelfeld,VfB Stuttgart,Rudi Kargus,0:2,61',VfB Stuttgart,Hamburger SV,1:2 ,1974/1975,0
24,Markus Elmer,Libero,VfB Stuttgart,Toni Schumacher,0:0,14',VfB Stuttgart,1.FC Köln,2:0 ,1974/1975,0
24,Hans Ettmayer,Mittelfeld,VfB Stuttgart,Toni Schumacher,2:0,80',VfB Stuttgart,1.FC Köln,2:0 ,1974/1975,0
26,Hermann Erlhoff,Innenverteidiger,Rot-Weiss Essen,Ronnie Hellström,1:0,16',Rot-Weiss Essen,1.FC Kaiserslautern,3:1 ,1974/1975,0
30,Manfred Cremer,Rechter Verteidiger,Wuppertaler SV,Dieter Burdenski,0:2,42',Wuppertaler SV,SV Werder Bremen,2:4 ,1974/1975,0
30,Hannes Bongartz,Zentrales Mittelfeld,FC Schalke 04,Bernd Franke,1:1,50',FC Schalke 04,Eintracht Braunschweig,1:1 ,1974/1975,0
13,Dieter Brenninger,Mittelstürmer,VfB Stuttgart,Sepp Maier,1:0,23',FC Bayern München,VfB Stuttgart,3:0 ,1973/1974,0
13,Georg Damjanoff,Abwehr,Hannover 96,Norbert Nigbur,2:1,74',FC Schalke 04,Hannover 96,3:1 ,1973/1974,0
14,Dieter Herzog,Linksaußen,Fortuna Düsseldorf,Bernd Helmschrot,1:2,43',Fortuna Düsseldorf,Kickers Offenbach,3:3 ,1973/1974,0
15,Horst-Dieter Höttges,Libero,SV Werder Bremen,Günther Wienhold,:,-,SV Werder Bremen,Eintracht Frankfurt,1:2 ,1973/1974,0
28,Klaus Zaczyk,Offensives Mittelfeld,Hamburger SV,Werner Scholz,0:0,-,VfL Bochum,Hamburger SV,2:0 ,1973/1974,0
29,Jürgen Kohle,Mittelfeld,Wuppertaler SV,Franz-Josef Pauly,0:0,25',Wuppertaler SV,Hannover 96,2:1 ,1973/1974,0
29,Günter Pröpper,Mittelstürmer,Wuppertaler SV,Franz-Josef Pauly,0:0,51',Wuppertaler SV,Hannover 96,2:1 ,1973/1974,0
29,Paul Breitner,Zentrales Mittelfeld,FC Bayern München,Josef Elting,0:1,65',FC Bayern München,1.FC Kaiserslautern,1:1 ,1973/1974,0
31,Paul Breitner,Zentrales Mittelfeld,FC Bayern München,Werner Scholz,1:0,15',FC Bayern München,VfL Bochum,4:0 ,1973/1974,0
33,Jupp Heynckes,Mittelstürmer,Borussia Mönchengladbach,Wilfried Woyke,1:0,33',Fortuna Düsseldorf,Borussia Mönchengladbach,1:0 ,1973/1974,0
11,Dieter Kurrat,Rechter Verteidiger,Borussia Dortmund,Manfred Manglitz,0:0,54',Borussia Dortmund,MSV Duisburg,0:0 ,1964/1965,0
13,Günter Herrmann,Offensives Mittelfeld,FC Schalke 04,Petar Radenkovic,2:1,70',FC Schalke 04,TSV 1860 München,2:2 ,1964/1965,0
16,Hans Sturm,Linkes Mittelfeld,1.FC Köln,Wolfgang Fahrian,0:3,21',Hertha BSC,1.FC Köln,1:3 ,1964/1965,0
16,Lothar Ulsaß,Mittelstürmer,Eintracht Braunschweig,Petar Radenkovic,0:0,32',TSV 1860 München,Eintracht Braunschweig,2:0 ,1964/1965,0
17,Jürgen Moll,Sturm,Eintracht Braunschweig,Günter Bernard,1:0,69',Eintracht Braunschweig,SV Werder Bremen,1:1 ,1964/1965,0
18,Dieter Höller,Rechtsaußen,VfB Stuttgart,Bernhard Wessel,3:2,77',VfB Stuttgart,Borussia Dortmund,3:2 ,1964/1965,0
19,Gerhard Cyliax,Abwehr,Borussia Dortmund,Wolfgang Tillich,6:3,87',Borussia Dortmund,Hertha BSC,6:3 ,1964/1965,0
22,Manfred Kreuz,Linkes Mittelfeld,FC Schalke 04,Günter Sawitzki,3:1,78',FC Schalke 04,VfB Stuttgart,3:1 ,1964/1965,0
23,Helmut Benthaus,Defensives Mittelfeld,1.FC Köln,Egon Loy,1:1,34',1.FC Köln,Eintracht Frankfurt,3:4 ,1964/1965,0
24,Georg Lechner,Offensives Mittelfeld,Eintracht Frankfurt,Bernhard Wessel,0:2,75',Eintracht Frankfurt,Borussia Dortmund,0:2 ,1964/1965,0
3,Manfred Ritschel,Rechtsaußen,Kickers Offenbach,Dietmar Linders,1:1,25',MSV Duisburg,Kickers Offenbach,6:2 ,1975/1976,0
3,Karl-Heinz Handschuh,Mittelstürmer,Eintracht Braunschweig,Toni Schumacher,0:0,72',Eintracht Braunschweig,1.FC Köln,0:0 ,1975/1976,0
3,Rudi Assauer,Abwehr,SV Werder Bremen,Sepp Maier,4:0,89',FC Bayern München,SV Werder Bremen,4:0 ,1975/1976,0
7,Jürgen Kalb,Innenverteidiger,Karlsruher SC,Manfred Kroke,0:0,18',Karlsruher SC,KFC Uerdingen 05,1:0 ,1975/1976,0
7,Johannes Riedl,Sturm,1.FC Kaiserslautern,Jürgen Rynio,4:1,88',Rot-Weiss Essen,1.FC Kaiserslautern,5:1 ,1975/1976,0
9,Karl-Heinz Körbel,Innenverteidiger,Eintracht Frankfurt,Ronnie Hellström,1:0,11',Eintracht Frankfurt,1.FC Kaiserslautern,1:1 ,1975/1976,0
9,Karl Berger,Sturm,Karlsruher SC,Norbert Nigbur,0:2,46',Karlsruher SC,FC Schalke 04,2:2 ,1975/1976,0
9,Jürgen Grabowski,Rechtsaußen,Eintracht Frankfurt,Ronnie Hellström,1:0,47',Eintracht Frankfurt,1.FC Kaiserslautern,1:1 ,1975/1976,0
11,Erich Beer,Offensives Mittelfeld,Hertha BSC,Ronnie Hellström,0:0,5',Hertha BSC,1.FC Kaiserslautern,3:0 ,1975/1976,0
13,Dieter Bast,Defensives Mittelfeld,Rot-Weiss Essen,Sepp Maier,0:0,-,FC Bayern München,Rot-Weiss Essen,5:1 ,1975/1976,0
22,Lothar Huber,Rechter Verteidiger,1.FC Kaiserslautern,Gerhard Heinze,2:1,84',1.FC Kaiserslautern,VfB Stuttgart,2:1 ,1972/1973,0
25,Klaus Scheer,Mittelstürmer,FC Schalke 04,Günter Bernard,1:1,80',FC Schalke 04,SV Werder Bremen,1:2 ,1972/1973,0
27,Jupp Heynckes,Mittelstürmer,Borussia Mönchengladbach,Günter Bernard,2:0,37',Borussia Mönchengladbach,SV Werder Bremen,3:1 ,1972/1973,0
30,Hannes Löhr,Linksaußen,1.FC Köln,Werner Scholz,:,-,1.FC Köln,VfL Bochum,2:1 ,1972/1973,0
30,Erwin Kremers,Linksaußen,FC Schalke 04,Günther Wienhold,1:1,40',FC Schalke 04,Eintracht Frankfurt,3:2 ,1972/1973,0
25,Wolfgang Overath,Offensives Mittelfeld,1.FC Köln,Fred-Werner Bockholt,4:1,62',1.FC Köln,Rot-Weiss Essen,5:2 ,1969/1970,0
