matchday,penalty_taker,penalty_taker_position,penalty_taker_club,goalkeeper,score_before_penalty,minute,home_team,away_team,final_score,season,scored
2,Horst-Dieter Höttges,Libero,SV Werder Bremen,Hans Tilkowski,3:2,44',Eintracht Frankfurt,SV Werder Bremen,5:3 ,1967/1968,1
3,Helmut Kapitulski,Linksaußen,1.FC Kaiserslautern,Hans Tilkowski,1:0,29',1.FC Kaiserslautern,Eintracht Frankfurt,1:1 ,1967/1968,1
3,Günter Netzer,Offensives Mittelfeld,Borussia Mönchengladbach,Günter Bernard,0:4,90',SV Werder Bremen,Borussia Mönchengladbach,0:4 ,1967/1968,1
4,Hans Siemensmeyer,Hängende Spitze,Hannover 96,Jürgen Rynio,0:1,29',Karlsruher SC,Hannover 96,3:1 ,1967/1968,1
4,Günter Netzer,Offensives Mittelfeld,Borussia Mönchengladbach,Wolfgang Schnarr,2:1,36',Borussia Mönchengladbach,1.FC Kaiserslautern,8:2 ,1967/1968,1
4,Hans Küppers,Offensives Mittelfeld,TSV 1860 München,Dieter Feller,2:0,38',TSV 1860 München,VfB Stuttgart,3:3 ,1967/1968,1
6,Wolfgang Gayer,Hängende Spitze,Borussia Neunkirchen,Sepp Maier,1:0,52',Borussia Neunkirchen,FC Bayern München,1:1 ,1967/1968,1
6,Hermann Straschitz,Mittelfeld,Hannover 96,Özcan Arkoc,1:2,53',Hamburger SV,Hannover 96,2:3 ,1967/1968,1
6,Uwe Seeler,Mittelstürmer,Hamburger SV,Horst Podlasly,2:3,70',Hamburger SV,Hannover 96,2:3 ,1967/1968,1
2,Rudolf Brunnenmeier,Mittelstürmer,TSV 1860 München,Gyula Tóth,0:1,1',1.FC Nürnberg,TSV 1860 München,1:4 ,1965/1966,1
2,Stefan Reisch,Linkes Mittelfeld,1.FC Nürnberg,Petar Radenkovic,1:1,16',1.FC Nürnberg,TSV 1860 München,1:4 ,1965/1966,1
3,Gustav Witlatschil,Linker Verteidiger,Karlsruher SC,Manfred Orzessek,1:2,42',Karlsruher SC,Borussia Mönchengladbach,3:3 ,1965/1966,1
3,Willy Reitgaßl,Rechtes Mittelfeld,1.FC Kaiserslautern,Günter Bernard,2:1,54',SV Werder Bremen,1.FC Kaiserslautern,4:1 ,1965/1966,1
3,Ludwig Nolden,Mittelstürmer,MSV Duisburg,Josef Broden,4:0,63',MSV Duisburg,FC Schalke 04,5:1 ,1965/1966,1
3,Lothar Ulsaß,Mittelstürmer,Eintracht Braunschweig,Sepp Maier,1:3,63',Eintracht Braunschweig,FC Bayern München,2:4 ,1965/1966,1
3,Jürgen Wingert,Sturm,Borussia Neunkirchen,Horst Schnoor,1:1,78',Borussia Neunkirchen,Hamburger SV,1:1 ,1965/1966,1
3,Arnold Schütz,Innenverteidiger,SV Werder Bremen,Wolfgang Schnarr,4:1,84',SV Werder Bremen,1.FC Kaiserslautern,4:1 ,1965/1966,1
4,Arnold Schütz,Innenverteidiger,SV Werder Bremen,Günter Sawitzki,0:2,71',VfB Stuttgart,SV Werder Bremen,0:2 ,1965/1966,1
5,Lothar Emmerich,Mittelstürmer,Borussia Dortmund,Rudolf Krätschmer,0:1,20',Borussia Mönchengladbach,Borussia Dortmund,4:5 ,1965/1966,1
1,Wolfgang Overath,Offensives Mittelfeld,1.FC Köln,Petar Radenkovic,2:0,28',1.FC Köln,TSV 1860 München,2:0 ,1966/1967,1
1,Jürgen Grabowski,Rechtsaußen,Eintracht Frankfurt,Sepp Maier,1:1,53',FC Bayern München,Eintracht Frankfurt,1:2 ,1966/1967,1
3,Werner Lungwitz,Rechter Verteidiger,Fortuna Düsseldorf,Dr. Peter Kunter,2:3,35',Fortuna Düsseldorf,Eintracht Frankfurt,2:4 ,1966/1967,1
3,Willi Kraus,Sturm,FC Schalke 04,Roland Wabra,1:0,42',FC Schalke 04,1.FC Nürnberg,1:0 ,1966/1967,1
3,Lothar Emmerich,Mittelstürmer,Borussia Dortmund,Siegfried Kessler,2:1,54',Borussia Dortmund,Karlsruher SC,2:1 ,1966/1967,1
6,Horst-Dieter Höttges,Libero,SV Werder Bremen,Horst Schnoor,1:0,7',SV Werder Bremen,Hamburger SV,5:1 ,1966/1967,1
6,Wolfgang Solz,Linksaußen,Eintracht Frankfurt,Günter Sawitzki,4:0,59',Eintracht Frankfurt,VfB Stuttgart,4:0 ,1966/1967,1
7,Lothar Emmerich,Mittelstürmer,Borussia Dortmund,Gerhard Teupel,1:0,45',Borussia Dortmund,SV Werder Bremen,2:0 ,1966/1967,1
8,Horst Wild,Linksaußen,Karlsruher SC,Volker Danner,2:1,42',Borussia Mönchengladbach,Karlsruher SC,3:1 ,1966/1967,1
8,Wilhelm Huberts,Libero,Eintracht Frankfurt,Manfred Manglitz,1:0,61',Eintracht Frankfurt,MSV Duisburg,1:0 ,1966/1967,1
1,Hans Arnold,Mittelfeld,VfB Stuttgart,Horst Schnoor,0:2,15',Hamburger SV,VfB Stuttgart,2:2 ,1964/1965,1
2,Jürgen Neumann,Mittelfeld,1.FC Kaiserslautern,Manfred Manglitz,3:1,82',MSV Duisburg,1.FC Kaiserslautern,3:1 ,1964/1965,1
4,Elmar May,Sturm,Borussia Neunkirchen,Horst Schnoor,2:1,37',Borussia Neunkirchen,Hamburger SV,3:1 ,1964/1965,1
4,Arnold Schütz,Innenverteidiger,SV Werder Bremen,Manfred Paul,1:0,62',SV Werder Bremen,Karlsruher SC,1:0 ,1964/1965,1
5,Gustav Witlatschil,Linker Verteidiger,Karlsruher SC,Egon Loy,0:6,53',Eintracht Frankfurt,Karlsruher SC,0:7 ,1964/1965,1
5,Gustav Witlatschil,Linker Verteidiger,Karlsruher SC,Egon Loy,0:7,84',Eintracht Frankfurt,Karlsruher SC,0:7 ,1964/1965,1
7,Stefan Reisch,Linkes Mittelfeld,1.FC Nürnberg,Manfred Paul,2:0,40',1.FC Nürnberg,Karlsruher SC,4:1 ,1964/1965,1
8,Theodor Hoffmann,Defensives Mittelfeld,VfB Stuttgart,Manfred Manglitz,1:3,58',MSV Duisburg,VfB Stuttgart,3:3 ,1964/1965,1
9,Stefan Reisch,Linkes Mittelfeld,1.FC Nürnberg,Hans Jäcker,1:2,55',1.FC Nürnberg,Eintracht Braunschweig,3:2 ,1964/1965,1
10,Ludwig Nolden,Mittelstürmer,MSV Duisburg,Horst Podlasly,1:0,8',MSV Duisburg,Hannover 96,1:0 ,1964/1965,1
7,Djordje Pavlic,Mittelstürmer,MSV Duisburg,Sepp Maier,1:1,72',FC Bayern München,MSV Duisburg,2:2 ,1968/1969,1
7,Rudolf Kröner,Mittelfeld,Hertha BSC,Klaus Günther,1:2,76',Borussia Dortmund,Hertha BSC,2:2 ,1968/1969,1
9,Günter Netzer,Offensives Mittelfeld,Borussia Mönchengladbach,Özcan Arkoc,1:0,1',Borussia Mönchengladbach,Hamburger SV,1:2 ,1968/1969,1
10,Walter Bechtold,Mittelstürmer,Eintracht Frankfurt,Jürgen Rynio,3:0,88',Eintracht Frankfurt,1.FC Nürnberg,3:0 ,1968/1969,1
13,Günter Netzer,Offensives Mittelfeld,Borussia Mönchengladbach,Manfred Manglitz,1:0,3',Borussia Mönchengladbach,MSV Duisburg,1:0 ,1968/1969,1
13,Bernd Patzke,Innenverteidiger,TSV 1860 München,Norbert Nigbur,3:1,82',TSV 1860 München,FC Schalke 04,3:1 ,1968/1969,1
14,Walter Bechtold,Mittelstürmer,Eintracht Frankfurt,Wolfgang Schnarr,1:1,35',Eintracht Frankfurt,1.FC Kaiserslautern,2:2 ,1968/1969,1
14,Arnold Schütz,Innenverteidiger,SV Werder Bremen,Paul Heyeres,3:0,75',SV Werder Bremen,1.FC Köln,3:1 ,1968/1969,1
14,Gerd Müller,Mittelstürmer,FC Bayern München,Jürgen Rynio,3:0,82',FC Bayern München,1.FC Nürnberg,3:0 ,1968/1969,1
15,Heinz-Dieter Hasebrink,Zentrales Mittelfeld,1.FC Kaiserslautern,Manfred Manglitz,2:0,55',1.FC Kaiserslautern,MSV Duisburg,3:0 ,1968/1969,1
2,Max Lorenz,Linkes Mittelfeld,Eintracht Braunschweig,Zlatko Skoric,1:1,83',Eintracht Braunschweig,VfB Stuttgart,1:1 ,1971/1972,1
2,Günter Netzer,Offensives Mittelfeld,Borussia Mönchengladbach,Dieter Burdenski,5:1,87',Borussia Mönchengladbach,Arminia Bielefeld,5:1 ,1971/1972,1
3,Jürgen Kalb,Innenverteidiger,Eintracht Frankfurt,Günter Bernard,2:0,58',Eintracht Frankfurt,SV Werder Bremen,4:0 ,1971/1972,1
4,Arnold Schütz,Innenverteidiger,SV Werder Bremen,Dieter Burdenski,2:0,8',SV Werder Bremen,Arminia Bielefeld,4:0 ,1971/1972,1
4,Jürgen Schütz,Mittelstürmer,Borussia Dortmund,Dr. Peter Kunter,1:0,10',Borussia Dortmund,Eintracht Frankfurt,3:1 ,1971/1972,1
4,Arnold Schütz,Innenverteidiger,SV Werder Bremen,Dieter Burdenski,4:0,80',SV Werder Bremen,Arminia Bielefeld,4:0 ,1971/1972,1
5,Jürgen Schütz,Mittelstürmer,Borussia Dortmund,Günter Bernard,1:2,26',Borussia Dortmund,SV Werder Bremen,1:5 ,1971/1972,1
5,Jürgen Kalb,Innenverteidiger,Eintracht Frankfurt,Norbert Nigbur,2:0,79',Eintracht Frankfurt,FC Schalke 04,2:0 ,1971/1972,1
5,Ferdinand Keller,Mittelstürmer,Hannover 96,Wolfgang Scheid,1:0,89',Hannover 96,Rot-Weiß Oberhausen,1:0 ,1971/1972,1
6,Günter Netzer,Offensives Mittelfeld,Borussia Mönchengladbach,Burkhardt Öller,1:0,18',Borussia Mönchengladbach,Hannover 96,3:0 ,1971/1972,1
1,Jürgen Neumann,Mittelfeld,1.FC Kaiserslautern,Egon Loy,0:1,38',Eintracht Frankfurt,1.FC Kaiserslautern,1:1 ,1963/1964,1
1,Lothar Schämer,Rechter Verteidiger,Eintracht Frankfurt,Wolfgang Schnarr,1:1,40',Eintracht Frankfurt,1.FC Kaiserslautern,1:1 ,1963/1964,1
1,Hans-Günter Schimmöller,Abwehr,Hertha BSC,Roland Wabra,1:1,62',Hertha BSC,1.FC Nürnberg,1:1 ,1963/1964,1
3,Hans Auernhammer,Linksaußen,TSV 1860 München,Fritz Ewert,1:1,55',TSV 1860 München,1.FC Köln,1:3 ,1963/1964,1
3,Hans Sturm,Linkes Mittelfeld,1.FC Köln,Petar Radenkovic,1:2,67',TSV 1860 München,1.FC Köln,1:3 ,1963/1964,1
3,Helmut Tybussek,Abwehr,Preußen Münster,Manfred Manglitz,4:0,72',Preußen Münster,MSV Duisburg,4:2 ,1963/1964,1
3,Jürgen Moll,Sturm,Eintracht Braunschweig,Volker Danner,2:2,72',1.FC Saarbrücken,Eintracht Braunschweig,2:2 ,1963/1964,1
3,Wilhelm Huberts,Libero,Eintracht Frankfurt,Roland Wabra,2:3,82',Eintracht Frankfurt,1.FC Nürnberg,2:3 ,1963/1964,1
4,Stefan Reisch,Linkes Mittelfeld,1.FC Nürnberg,Herbert Eiteljörge,1:0,2',1.FC Nürnberg,Preußen Münster,2:2 ,1963/1964,1
5,Alfons Stemmer,Abwehr,TSV 1860 München,Horst-Dieter Strich,1:0,57',TSV 1860 München,1.FC Kaiserslautern,3:0 ,1963/1964,1
6,Manfred Kaltz,Rechter Verteidiger,Hamburger SV,Ronnie Hellström,1:0,78',Hamburger SV,1.FC Kaiserslautern,1:0 ,1979/1980,1
8,Harald Nickel,Mittelstürmer,Borussia Mönchengladbach,Klaus Funk,3:1,37',Borussia Mönchengladbach,Eintracht Frankfurt,4:1 ,1979/1980,1
9,Harald Nickel,Mittelstürmer,Borussia Mönchengladbach,Toni Schumacher,3:2,55',1.FC Köln,Borussia Mönchengladbach,4:4 ,1979/1980,1
13,Friedhelm Funkel,Offensives Mittelfeld,KFC Uerdingen 05,Wolfgang Kleff,1:1,14',KFC Uerdingen 05,Hertha BSC,3:1 ,1979/1980,1
13,Dietmar Demuth,Abwehr,Bayer 04 Leverkusen,Bernd Franke,3:1,64',Eintracht Braunschweig,Bayer 04 Leverkusen,3:1 ,1979/1980,1
13,Hans-Joachim Abel,Mittelstürmer,VfL Bochum,Klaus Funk,1:0,80',VfL Bochum,Eintracht Frankfurt,1:0 ,1979/1980,1
14,Hans-Joachim Abel,Mittelstürmer,VfL Bochum,Fred-Werner Bockholt,1:1,30',Bayer 04 Leverkusen,VfL Bochum,3:1 ,1979/1980,1
14,Lothar Huber,Rechter Verteidiger,Borussia Dortmund,Walter Junghans,3:1,38',FC Bayern München,Borussia Dortmund,4:2 ,1979/1980,1
14,Dietmar Demuth,Abwehr,Bayer 04 Leverkusen,Reinhard Mager,2:1,43',Bayer 04 Leverkusen,VfL Bochum,3:1 ,1979/1980,1
14,Paul Breitner,Zentrales Mittelfeld,FC Bayern München,Eike Immel,4:1,65',FC Bayern München,Borussia Dortmund,4:2 ,1979/1980,1
9,Paul Breitner,Zentrales Mittelfeld,FC Bayern München,Rudi Kargus,1:0,33',FC Bayern München,1.FC Nürnberg,1:1 ,1981/1982,1
10,Horst Weyerich,Libero,1.FC Nürnberg,Uwe Greiner,3:2,90',1.FC Nürnberg,Bayer 04 Leverkusen,3:2 ,1981/1982,1
11,Rüdiger Wenzel,Mittelstürmer,Fortuna Düsseldorf,Armin Reichel,1:0,11',Fortuna Düsseldorf,1.FC Kaiserslautern,4:2 ,1981/1982,1
11,Jürgen Glowacz,Mittelfeld,Bayer 04 Leverkusen,Toni Schumacher,1:0,17',Bayer 04 Leverkusen,1.FC Köln,1:1 ,1981/1982,1
11,Hans-Peter Briegel,Offensives Mittelfeld,1.FC Kaiserslautern,Horst Dreher,3:2,50',Fortuna Düsseldorf,1.FC Kaiserslautern,4:2 ,1981/1982,1
11,Hans-Joachim Abel,Mittelstürmer,VfL Bochum,Helmut Roleder,3:2,57',VfL Bochum,VfB Stuttgart,3:3 ,1981/1982,1
12,Rainer Bonhof,Defensives Mittelfeld,1.FC Köln,Dieter Rudolf,1:0,13',1.FC Köln,SV Darmstadt 98,1:1 ,1981/1982,1
12,Jürgen Glowacz,Mittelfeld,Bayer 04 Leverkusen,Jürgen Pahl,0:1,16',Eintracht Frankfurt,Bayer 04 Leverkusen,3:2 ,1981/1982,1
12,Frank Mill,Mittelstürmer,Borussia Mönchengladbach,Helmut Roleder,0:2,22',VfB Stuttgart,Borussia Mönchengladbach,2:2 ,1981/1982,1
12,Werner Lorant,Defensives Mittelfeld,Eintracht Frankfurt,Uwe Greiner,1:1,22',Eintracht Frankfurt,Bayer 04 Leverkusen,3:2 ,1981/1982,1
6,Werner Lungwitz,Rechter Verteidiger,Fortuna Düsseldorf,Gerhard Heinze,1:0,27',Fortuna Düsseldorf,VfB Stuttgart,6:1 ,1972/1973,1
7,Karl-Heinz Handschuh,Mittelstürmer,VfB Stuttgart,Werner Scholz,4:0,88',VfB Stuttgart,VfL Bochum,4:0 ,1972/1973,1
10,Gerd Müller,Mittelstürmer,FC Bayern München,Dietmar Linders,1:0,23',FC Bayern München,MSV Duisburg,2:0 ,1972/1973,1
10,Bernd Gersdorff,Mittelstürmer,Eintracht Braunschweig,Dr. Peter Kunter,1:0,28',Eintracht Braunschweig,Eintracht Frankfurt,2:1 ,1972/1973,1
10,Werner Balte,Offensives Mittelfeld,VfL Bochum,Franz-Josef Pauly,2:0,68',VfL Bochum,Hannover 96,2:0 ,1972/1973,1
11,Karl-Heinz Handschuh,Mittelstürmer,VfB Stuttgart,Günter Bernard,1:1,70',VfB Stuttgart,SV Werder Bremen,2:1 ,1972/1973,1
11,Jupp Heynckes,Mittelstürmer,Borussia Mönchengladbach,Bernd Franke,4:0,81',Borussia Mönchengladbach,Eintracht Braunschweig,4:0 ,1972/1973,1
11,Jürgen Kalb,Innenverteidiger,Eintracht Frankfurt,Horst Wolter,2:1,82',Eintracht Frankfurt,Hertha BSC,2:2 ,1972/1973,1
11,Lorenz Horr,Sturm,Hertha BSC,Dr. Peter Kunter,2:2,85',Eintracht Frankfurt,Hertha BSC,2:2 ,1972/1973,1
12,Gerd Müller,Mittelstürmer,FC Bayern München,Franz-Josef Pauly,1:0,4',FC Bayern München,Hannover 96,7:2 ,1972/1973,1
5,Egon Milder,Libero,Borussia Mönchengladbach,Hans Tilkowski,1:1,42',Borussia Mönchengladbach,Borussia Dortmund,4:5 ,1965/1966,1
5,Günter Netzer,Offensives Mittelfeld,Borussia Mönchengladbach,Hans Tilkowski,4:4,70',Borussia Mönchengladbach,Borussia Dortmund,4:5 ,1965/1966,1
5,Lothar Emmerich,Mittelstürmer,Borussia Dortmund,Rudolf Krätschmer,4:5,73',Borussia Mönchengladbach,Borussia Dortmund,4:5 ,1965/1966,1
5,Lothar Ulsaß,Mittelstürmer,Eintracht Braunschweig,Horst Podlasly,2:0,83',Eintracht Braunschweig,Hannover 96,2:1 ,1965/1966,1
6,Peter Grosser,Zentrales Mittelfeld,TSV 1860 München,Manfred Manglitz,0:2,46',MSV Duisburg,TSV 1860 München,2:3 ,1965/1966,1
6,Lothar Ulsaß,Mittelstürmer,Eintracht Braunschweig,Wolfgang Schnarr,0:1,69',1.FC Kaiserslautern,Eintracht Braunschweig,1:1 ,1965/1966,1
7,Lothar Ulsaß,Mittelstürmer,Eintracht Braunschweig,Günter Sawitzki,1:0,55',Eintracht Braunschweig,VfB Stuttgart,1:1 ,1965/1966,1
8,Fritz Pott,Innenverteidiger,1.FC Köln,Dr. Peter Kunter,1:0,29',1.FC Köln,Eintracht Frankfurt,1:0 ,1965/1966,1
8,Peter Grosser,Zentrales Mittelfeld,TSV 1860 München,Günter Bernard,0:1,73',SV Werder Bremen,TSV 1860 München,0:2 ,1965/1966,1
8,Otto Laszig,Rechter Verteidiger,Hannover 96,Manfred Paul,5:1,77',Hannover 96,Karlsruher SC,5:2 ,1965/1966,1
9,Otto Rehhagel,Rechter Verteidiger,1.FC Kaiserslautern,Günter Sawitzki,3:0,43',1.FC Kaiserslautern,VfB Stuttgart,3:3 ,1966/1967,1
9,Ludwig Nolden,Mittelstürmer,MSV Duisburg,Norbert Nigbur,2:1,89',FC Schalke 04,MSV Duisburg,2:1 ,1966/1967,1
11,Horst Wild,Linksaußen,Karlsruher SC,Günter Bernard,1:1,27',Karlsruher SC,SV Werder Bremen,4:4 ,1966/1967,1
12,Horst-Dieter Höttges,Libero,SV Werder Bremen,Volker Danner,1:2,61',SV Werder Bremen,Borussia Mönchengladbach,2:2 ,1966/1967,1
12,Ludwig Nolden,Mittelstürmer,MSV Duisburg,Bernhard Wessel,1:5,68',MSV Duisburg,Borussia Dortmund,1:5 ,1966/1967,1
13,Lothar Emmerich,Mittelstürmer,Borussia Dortmund,Norbert Nigbur,1:0,15',Borussia Dortmund,FC Schalke 04,6:2 ,1966/1967,1
13,Günter Netzer,Offensives Mittelfeld,Borussia Mönchengladbach,Petar Radenkovic,1:0,31',Borussia Mönchengladbach,TSV 1860 München,2:3 ,1966/1967,1
14,Hans-Josef Hellingrath,Rechter Verteidiger,Fortuna Düsseldorf,Manfred Manglitz,0:1,39',MSV Duisburg,Fortuna Düsseldorf,1:1 ,1966/1967,1
14,Lothar Schämer,Rechter Verteidiger,Eintracht Frankfurt,Horst Schnoor,1:2,49',Eintracht Frankfurt,Hamburger SV,1:3 ,1966/1967,1
14,Horst-Dieter Höttges,Libero,SV Werder Bremen,Roland Wabra,3:2,54',SV Werder Bremen,1.FC Nürnberg,4:4 ,1966/1967,1
10,Rudi Bommer,Defensives Mittelfeld,KFC Uerdingen 05,Ralf Zumdick,0:2,74',VfL Bochum,KFC Uerdingen 05,1:4 ,1987/1988,1
11,Ralf Falkenmayer,Defensives Mittelfeld,Bayer 04 Leverkusen,Gerry Ehrmann,2:0,74',Bayer 04 Leverkusen,1.FC Kaiserslautern,2:0 ,1987/1988,1
14,Stefan Reuter,Rechtes Mittelfeld,1.FC Nürnberg,Ralf Raps,0:2,30',Hannover 96,1.FC Nürnberg,1:2 ,1987/1988,1
14,Frank Pagelsdorf,Mittelfeld,Borussia Dortmund,Werner Vollack,1:1,51',KFC Uerdingen 05,Borussia Dortmund,2:1 ,1987/1988,1
14,Siegfried Reich,Mittelstürmer,Hannover 96,Andreas Köpke,1:2,68',Hannover 96,1.FC Nürnberg,1:2 ,1987/1988,1
14,Robert Prytz,Zentrales Mittelfeld,KFC Uerdingen 05,Wolfgang de Beer,2:1,71',KFC Uerdingen 05,Borussia Dortmund,2:1 ,1987/1988,1
16,Christian Schreier,Offensives Mittelfeld,Bayer 04 Leverkusen,Wolfgang de Beer,1:0,2',Bayer 04 Leverkusen,Borussia Dortmund,2:2 ,1987/1988,1
16,Lajos Détári,Offensives Mittelfeld,Eintracht Frankfurt,Ralf Raps,0:1,17',Hannover 96,Eintracht Frankfurt,1:2 ,1987/1988,1
16,Gregor Grillemeier,Mittelstürmer,Hannover 96,Ulrich Stein,1:1,25',Hannover 96,Eintracht Frankfurt,1:2 ,1987/1988,1
16,Stefan Jambo,Offensives Mittelfeld,FC 08 Homburg,Ralf Zumdick,1:2,40',VfL Bochum,FC 08 Homburg,4:4 ,1987/1988,1
5,Horst-Dieter Höttges,Libero,SV Werder Bremen,Bernd Franke,1:1,62',Eintracht Braunschweig,SV Werder Bremen,3:2 ,1975/1976,1
5,Bernd Gersdorff,Mittelstürmer,Eintracht Braunschweig,Dieter Burdenski,2:1,74',Eintracht Braunschweig,SV Werder Bremen,3:2 ,1975/1976,1
5,Werner Balte,Offensives Mittelfeld,VfL Bochum,Bernd Helmschrot,0:0,85',VfL Bochum,Kickers Offenbach,5:1 ,1975/1976,1
6,Dieter Brei,Defensives Mittelfeld,Fortuna Düsseldorf,Horst Wolter,1:0,28',Fortuna Düsseldorf,Hertha BSC,2:1 ,1975/1976,1
6,Josef Hickersberger,Offensives Mittelfeld,Kickers Offenbach,Günther Wienhold,1:0,45',Kickers Offenbach,Eintracht Frankfurt,2:1 ,1975/1976,1
7,Horst-Dieter Höttges,Libero,SV Werder Bremen,Toni Schumacher,1:2,40',SV Werder Bremen,1.FC Köln,3:2 ,1975/1976,1
7,Gerd Müller,Mittelstürmer,FC Bayern München,Bernd Helmschrot,1:0,42',FC Bayern München,Kickers Offenbach,3:1 ,1975/1976,1
7,Peter Gutzeit,Sturm,Karlsruher SC,Manfred Kroke,1:0,63',Karlsruher SC,KFC Uerdingen 05,1:0 ,1975/1976,1
7,Manfred Burgsmüller,Mittelstürmer,Rot-Weiss Essen,Ronnie Hellström,5:1,90',Rot-Weiss Essen,1.FC Kaiserslautern,5:1 ,1975/1976,1
8,Klaus Fischer,Mittelstürmer,FC Schalke 04,Bernd Franke,1:1,38',FC Schalke 04,Eintracht Braunschweig,5:1 ,1975/1976,1
7,Werner Biskup,Abwehr,1.FC Köln,Bernd Franke,1:0,19',1.FC Köln,Eintracht Braunschweig,2:0 ,1971/1972,1
7,Jürgen Kalb,Innenverteidiger,Eintracht Frankfurt,Volkmar Groß,1:0,29',Eintracht Frankfurt,Hertha BSC,1:1 ,1971/1972,1
7,Otto Rehhagel,Rechter Verteidiger,1.FC Kaiserslautern,Franz-Josef Pauly,1:1,77',Hannover 96,1.FC Kaiserslautern,1:2 ,1971/1972,1
8,Klaus Fichtel,Defensives Mittelfeld,FC Schalke 04,Wilfried Woyke,0:2,85',Fortuna Düsseldorf,FC Schalke 04,0:2 ,1971/1972,1
9,Jürgen Kalb,Innenverteidiger,Eintracht Frankfurt,Wolfgang Scheid,3:0,64',Eintracht Frankfurt,Rot-Weiß Oberhausen,3:0 ,1971/1972,1
9,Bernd Lehmann,Offensives Mittelfeld,MSV Duisburg,Dieter Burdenski,4:0,68',MSV Duisburg,Arminia Bielefeld,4:0 ,1971/1972,1
10,Ludwig Müller,Libero,Borussia Mönchengladbach,Dr. Peter Kunter,1:1,22',Borussia Mönchengladbach,Eintracht Frankfurt,6:2 ,1971/1972,1
10,Jupp Heynckes,Mittelstürmer,Borussia Mönchengladbach,Dr. Peter Kunter,5:2,80',Borussia Mönchengladbach,Eintracht Frankfurt,6:2 ,1971/1972,1
10,Jupp Heynckes,Mittelstürmer,Borussia Mönchengladbach,Dr. Peter Kunter,6:2,89',Borussia Mönchengladbach,Eintracht Frankfurt,6:2 ,1971/1972,1
12,Günter Netzer,Offensives Mittelfeld,Borussia Mönchengladbach,Norbert Nigbur,2:0,5',Borussia Mönchengladbach,FC Schalke 04,7:0 ,1971/1972,1
8,Wilfried Hannes,Innenverteidiger,Borussia Mönchengladbach,Toni Schumacher,2:1,25',Borussia Mönchengladbach,1.FC Köln,4:2 ,1983/1984,1
8,Jürgen Röber,Rechtes Mittelfeld,Bayer 04 Leverkusen,Helmut Roleder,1:0,49',Bayer 04 Leverkusen,VfB Stuttgart,1:1 ,1983/1984,1
9,Karl-Heinz Körbel,Innenverteidiger,Eintracht Frankfurt,Uwe Zimmermann,1:2,82',Eintracht Frankfurt,SV Waldhof Mannheim,1:3 ,1983/1984,1
9,Karl-Heinz Rummenigge,Mittelstürmer,FC Bayern München,Ulrich Sude,4:0,87',FC Bayern München,Borussia Mönchengladbach,4:0 ,1983/1984,1
10,Uwe Reinders,Mittelstürmer,SV Werder Bremen,Eike Immel,2:1,65',SV Werder Bremen,Borussia Dortmund,2:1 ,1983/1984,1
10,Peter Lux,Mittelfeld,Eintracht Braunschweig,Armin Reichel,4:0,77',Eintracht Braunschweig,1.FC Kaiserslautern,4:0 ,1983/1984,1
11,Manfred Kaltz,Rechter Verteidiger,Hamburger SV,Ralf Zumdick,0:0,57',Hamburger SV,VfL Bochum,2:1 ,1983/1984,1
11,Reiner Hollmann,Abwehr,Eintracht Braunschweig,Eike Immel,0:2,75',Borussia Dortmund,Eintracht Braunschweig,0:2 ,1983/1984,1
12,Christian Schreier,Offensives Mittelfeld,VfL Bochum,Ronnie Hellström,3:1,45',VfL Bochum,1.FC Kaiserslautern,4:1 ,1983/1984,1
12,Günter Sebert,Libero,SV Waldhof Mannheim,Eike Immel,4:0,62',SV Waldhof Mannheim,Borussia Dortmund,4:1 ,1983/1984,1
8,Burghard Rylewicz,Sturm,Borussia Dortmund,Hans-Jürgen Krumnow,1:0,16',Borussia Dortmund,Hertha BSC,7:2 ,1963/1964,1
8,Uwe Seeler,Mittelstürmer,Hamburger SV,Petar Radenkovic,1:0,19',Hamburger SV,TSV 1860 München,5:0 ,1963/1964,1
10,Gustav Witlatschil,Linker Verteidiger,Karlsruher SC,Herbert Eiteljörge,4:1,44',Karlsruher SC,Preußen Münster,4:2 ,1963/1964,1
10,Wilhelm Huberts,Libero,Eintracht Frankfurt,Horst Mühlmann,4:1,72',Eintracht Frankfurt,FC Schalke 04,4:2 ,1963/1964,1
11,Arnold Schütz,Innenverteidiger,SV Werder Bremen,Egon Loy,3:1,48',SV Werder Bremen,Eintracht Frankfurt,4:1 ,1963/1964,1
12,Ludwig Nolden,Mittelstürmer,MSV Duisburg,Hans Tilkowski,1:2,23',MSV Duisburg,Borussia Dortmund,3:3 ,1963/1964,1
12,Alfons Stemmer,Abwehr,TSV 1860 München,Egon Loy,4:2,69',Eintracht Frankfurt,TSV 1860 München,5:2 ,1963/1964,1
13,Theodor Hoffmann,Defensives Mittelfeld,VfB Stuttgart,Hans Jäcker,2:0,34',VfB Stuttgart,Eintracht Braunschweig,5:0 ,1963/1964,1
14,Jürgen Moll,Sturm,Eintracht Braunschweig,Roland Wabra,2:0,79',Eintracht Braunschweig,1.FC Nürnberg,2:0 ,1963/1964,1
15,Ludwig Nolden,Mittelstürmer,MSV Duisburg,Wolfgang Schnarr,1:1,75',1.FC Kaiserslautern,MSV Duisburg,1:1 ,1963/1964,1
