matchday,penalty_taker,penalty_taker_position,penalty_taker_club,goalkeeper,score_before_penalty,minute,home_team,away_team,final_score,season,scored
6,Hans van de Haar,Mittelstürmer,SSV Ulm 1846,Frank Rost,1:2,75',SV Werder Bremen,SSV Ulm 1846,2:2 ,1999/2000,1
7,Martin Max,Mittelstürmer,TSV 1860 München,Georg Koch,3:0,68',TSV 1860 München,Arminia Bielefeld,5:0 ,1999/2000,1
8,Hans Jörg Butt,Torwart,Hamburger SV,Richard Golz,1:0,22',Hamburger SV,SC Freiburg,2:0 ,1999/2000,1
8,Marijan Kovacevic,Innenverteidiger,MSV Duisburg,Andreas Reinke,1:1,62',MSV Duisburg,1.FC Kaiserslautern,2:2 ,1999/2000,1
8,Andreas Herzog,Offensives Mittelfeld,SV Werder Bremen,Daniel Hoffmann,1:2,73',SV Werder Bremen,TSV 1860 München,1:3 ,1999/2000,1
8,Timo Lange,Rechter Verteidiger,FC Hansa Rostock,Oka Nikolov,3:1,86',FC Hansa Rostock,Eintracht Frankfurt,3:1 ,1999/2000,1
9,Marc Wilmots,Offensives Mittelfeld,FC Schalke 04,Oka Nikolov,0:1,53',Eintracht Frankfurt,FC Schalke 04,0:2 ,1999/2000,1
10,Hans Jörg Butt,Torwart,Hamburger SV,Jens Lehmann,1:0,62',Hamburger SV,Borussia Dortmund,1:1 ,1999/2000,1
11,Tomasz Hajto,Innenverteidiger,FC Schalke 04,Oliver Kahn,1:0,16',FC Schalke 04,FC Bayern München,2:0 ,2003/2004,1
11,Soumaila Coulibaly,Offensives Mittelfeld,SC Freiburg,Timo Hildebrand,1:1,45',VfB Stuttgart,SC Freiburg,4:1 ,2003/2004,1
11,Benjamin Lauth,Mittelstürmer,TSV 1860 München,Rein van Duijnhoven,2:1,66',TSV 1860 München,VfL Bochum,3:1 ,2003/2004,1
11,Jan Koller,Mittelstürmer,Borussia Dortmund,Stefan Wächter,2:2,66',Borussia Dortmund,Hamburger SV,3:2 ,2003/2004,1
12,Mehdi Mahdavikia,Rechter Verteidiger,Hamburger SV,Michael Hofmann,3:1,77',Hamburger SV,TSV 1860 München,3:1 ,2003/2004,1
13,Aílton,Mittelstürmer,SV Werder Bremen,Rein van Duijnhoven,3:0,50',SV Werder Bremen,VfL Bochum,3:1 ,2003/2004,1
14,Ervin Skela,Offensives Mittelfeld,Eintracht Frankfurt,Simon Jentzsch,2:2,56',Eintracht Frankfurt,VfL Wolfsburg,3:2 ,2003/2004,1
15,Martin Max,Mittelstürmer,FC Hansa Rostock,Michael Hofmann,1:2,17',TSV 1860 München,FC Hansa Rostock,1:4 ,2003/2004,1
15,Aílton,Mittelstürmer,SV Werder Bremen,Oliver Kahn,1:0,58',SV Werder Bremen,FC Bayern München,1:1 ,2003/2004,1
15,Ervin Skela,Offensives Mittelfeld,Eintracht Frankfurt,Marc Ziegler,2:1,64',Eintracht Frankfurt,Hannover 96,2:2 ,2003/2004,1
1,Bernhard Winkler,Mittelstürmer,TSV 1860 München,Richard Golz,1:0,70',TSV 1860 München,Hamburger SV,2:1 ,1996/1997,1
1,Andreas Herzog,Offensives Mittelfeld,SV Werder Bremen,Jörg Schmadtke,2:2,72',SC Freiburg,SV Werder Bremen,3:2 ,1996/1997,1
1,Alain Sutter,Linkes Mittelfeld,SC Freiburg,Oliver Reck,3:2,85',SC Freiburg,SV Werder Bremen,3:2 ,1996/1997,1
2,Harald Spörl,Rechtes Mittelfeld,Hamburger SV,Jörg Schmadtke,3:0,27',Hamburger SV,SC Freiburg,5:1 ,1996/1997,1
2,Marcus Marin,Mittelstürmer,MSV Duisburg,Dirk Heinen,1:0,54',MSV Duisburg,Bayer 04 Leverkusen,1:3 ,1996/1997,1
3,Michael Zorc,Defensives Mittelfeld,Borussia Dortmund,Bernd Meier,1:1,58',TSV 1860 München,Borussia Dortmund,1:3 ,1996/1997,1
3,Thomas Sobotzik,Offensives Mittelfeld,FC St. Pauli,Jens Lehmann,4:4,66',FC St. Pauli,FC Schalke 04,4:4 ,1996/1997,1
4,Harry Decheiver,Mittelstürmer,SC Freiburg,Stefan Klos,2:1,51',Borussia Dortmund,SC Freiburg,3:1 ,1996/1997,1
5,Thomas Häßler,Offensives Mittelfeld,Karlsruher SC,Uwe Gospodarek,1:1,70',VfL Bochum,Karlsruher SC,3:1 ,1996/1997,1
7,Stefan Beinlich,Offensives Mittelfeld,FC Hansa Rostock,Rainer Berg,1:0,19',FC Hansa Rostock,TSV 1860 München,2:4 ,1996/1997,1
1,Jens Scharping,Mittelstürmer,FC St. Pauli,Bernd Meier,2:1,48',FC St. Pauli,TSV 1860 München,4:2 ,1995/1996,1
2,Krasimir Balakov,Offensives Mittelfeld,VfB Stuttgart,Bernd Meier,1:1,51',TSV 1860 München,VfB Stuttgart,1:1 ,1995/1996,1
2,Andreas Möller,Offensives Mittelfeld,Borussia Dortmund,Dirk Heinen,1:1,65',Bayer 04 Leverkusen,Borussia Dortmund,1:1 ,1995/1996,1
2,Mehmet Scholl,Offensives Mittelfeld,FC Bayern München,Claus Reitmaier,1:5,68',Karlsruher SC,FC Bayern München,2:6 ,1995/1996,1
4,Andreas Brehme,Linker Verteidiger,1.FC Kaiserslautern,Marc Ziegler,1:0,44',1.FC Kaiserslautern,VfB Stuttgart,1:1 ,1995/1996,1
4,Stefan Reuter,Rechtes Mittelfeld,Borussia Dortmund,Jörg Kässmann,1:1,53',Borussia Dortmund,Borussia Mönchengladbach,2:1 ,1995/1996,1
4,Carsten Pröpper,Offensives Mittelfeld,FC St. Pauli,Dirk Heinen,0:1,54',Bayer 04 Leverkusen,FC St. Pauli,1:1 ,1995/1996,1
4,Heiko Peschke,Libero,KFC Uerdingen 05,Frank Rost,2:0,54',KFC Uerdingen 05,SV Werder Bremen,3:0 ,1995/1996,1
5,Mario Basler,Rechtes Mittelfeld,SV Werder Bremen,Bernd Meier,1:0,71',SV Werder Bremen,TSV 1860 München,2:0 ,1995/1996,1
5,Jay-Jay Okocha,Offensives Mittelfeld,Eintracht Frankfurt,Andreas Reinke,3:1,79',Eintracht Frankfurt,1.FC Kaiserslautern,3:1 ,1995/1996,1
5,Marijo Maric,Mittelstürmer,VfL Bochum,Claus Reitmaier,1:0,18',VfL Bochum,VfL Wolfsburg,2:1 ,2000/2001,1
5,Jörg Böhme,Linkes Mittelfeld,FC Schalke 04,Frank Rost,1:1,55',FC Schalke 04,SV Werder Bremen,1:1 ,2000/2001,1
5,Mehmet Scholl,Offensives Mittelfeld,FC Bayern München,Gerhard Tremmel,2:1,70',FC Bayern München,SpVgg Unterhaching,3:1 ,2000/2001,1
5,Heiko Herrlich,Mittelstürmer,Borussia Dortmund,Hans Jörg Butt,2:3,81',Hamburger SV,Borussia Dortmund,2:3 ,2000/2001,1
6,Horst Heldt,Offensives Mittelfeld,Eintracht Frankfurt,Frank Rost,0:1,8',SV Werder Bremen,Eintracht Frankfurt,1:1 ,2000/2001,1
6,André Breitenreiter,Hängende Spitze,SpVgg Unterhaching,Gábor Király,1:1,34',SpVgg Unterhaching,Hertha BSC,5:2 ,2000/2001,1
6,Jörg Böhme,Linkes Mittelfeld,FC Schalke 04,Jens Lehmann,0:1,39',Borussia Dortmund,FC Schalke 04,0:4 ,2000/2001,1
7,Harry Koch,Innenverteidiger,1.FC Kaiserslautern,Tomislav Piplica,1:0,2',1.FC Kaiserslautern,FC Energie Cottbus,1:1 ,2000/2001,1
7,Dirk Lottner,Offensives Mittelfeld,1.FC Köln,Gábor Király,1:2,28',Hertha BSC,1.FC Köln,4:2 ,2000/2001,1
8,Harry Koch,Innenverteidiger,1.FC Kaiserslautern,Simon Jentzsch,0:1,14',TSV 1860 München,1.FC Kaiserslautern,0:4 ,2000/2001,1
1,Harald Spörl,Rechtes Mittelfeld,Hamburger SV,Eike Immel,1:1,72',VfB Stuttgart,Hamburger SV,2:1 ,1994/1995,1
2,Paulo Sérgio,Linksaußen,Bayer 04 Leverkusen,Oliver Reck,3:2,52',SV Werder Bremen,Bayer 04 Leverkusen,3:2 ,1994/1995,1
2,Rodolfo Cardoso,Offensives Mittelfeld,SC Freiburg,Oliver Kahn,4:1,58',SC Freiburg,FC Bayern München,5:1 ,1994/1995,1
2,Stefan Kuntz,Mittelstürmer,1.FC Kaiserslautern,Andreas Köpke,1:1,82',1.FC Kaiserslautern,Eintracht Frankfurt,1:1 ,1994/1995,1
3,Ludwig Kögl,Linkes Mittelfeld,VfB Stuttgart,Bodo Illgner,1:1,24',VfB Stuttgart,1.FC Köln,2:2 ,1994/1995,1
3,Michael Zorc,Defensives Mittelfeld,Borussia Dortmund,Gerry Ehrmann,2:0,73',Borussia Dortmund,1.FC Kaiserslautern,2:1 ,1994/1995,1
4,Anthony Yeboah,Mittelstürmer,Eintracht Frankfurt,Stefan Klos,1:1,44',Eintracht Frankfurt,Borussia Dortmund,4:1 ,1994/1995,1
5,Ingo Anderbrügge,Linkes Mittelfeld,FC Schalke 04,Bodo Illgner,3:1,75',FC Schalke 04,1.FC Köln,3:1 ,1994/1995,1
5,Lothar Matthäus,Defensives Mittelfeld,FC Bayern München,Ulrich Stein,1:1,84',FC Bayern München,Hamburger SV,1:1 ,1994/1995,1
6,Toni Polster,Mittelstürmer,1.FC Köln,Claus Reitmaier,2:0,9',1.FC Köln,Karlsruher SC,3:4 ,1994/1995,1
11,Yunus Malli,Offensives Mittelfeld,1.FSV Mainz 05,Alexander Schwolow,2:0,20',1.FSV Mainz 05,SC Freiburg,4:2 ,2016/2017,1
13,Timo Werner,Mittelstürmer,RasenBallsport Leipzig,Ralf Fährmann,1:0,2',RasenBallsport Leipzig,FC Schalke 04,2:1 ,2016/2017,1
13,Salomon Kalou,Linksaußen,Hertha BSC,Diego Benaglio,2:3,90',VfL Wolfsburg,Hertha BSC,2:3 ,2016/2017,1
14,Nils Petersen,Mittelstürmer,SC Freiburg,Michael Esser,1:0,86',SC Freiburg,SV Darmstadt 98,1:0 ,2016/2017,1
16,Florian Niederlechner,Mittelstürmer,SC Freiburg,Martin Hansen,0:1,34',FC Ingolstadt 04,SC Freiburg,1:2 ,2016/2017,1
16,Robert Lewandowski,Mittelstürmer,FC Bayern München,Péter Gulácsi,3:0,44',FC Bayern München,RasenBallsport Leipzig,3:0 ,2016/2017,1
17,Hakan Calhanoglu,Offensives Mittelfeld,Bayer 04 Leverkusen,Rune Jarstein,2:0,36',Bayer 04 Leverkusen,Hertha BSC,3:1 ,2016/2017,1
18,Almog Cohen,Zentrales Mittelfeld,FC Ingolstadt 04,Christian Mathenia,3:0,47',FC Ingolstadt 04,Hamburger SV,3:1 ,2016/2017,1
18,Sidney Sam,Rechtsaußen,SV Darmstadt 98,Thomas Kessler,1:3,66',SV Darmstadt 98,1.FC Köln,1:6 ,2016/2017,1
19,Max Kruse,Hängende Spitze,SV Werder Bremen,Marwin Hitz,1:2,65',FC Augsburg,SV Werder Bremen,3:2 ,2016/2017,1
6,Marcelinho Paraíba,Offensives Mittelfeld,Hertha BSC,Georg Koch,2:2,71',Hertha BSC,MSV Duisburg,3:2 ,2005/2006,1
7,Mohamed Zidan,Hängende Spitze,1.FSV Mainz 05,Roman Weidenfeller,1:0,64',1.FSV Mainz 05,Borussia Dortmund,1:1 ,2005/2006,1
9,Ricardo Sousa,Offensives Mittelfeld,Hannover 96,Stefan Wessels,1:3,56',1.FC Köln,Hannover 96,1:4 ,2005/2006,1
9,Michael Thurk,Mittelstürmer,1.FSV Mainz 05,Hans Jörg Butt,2:0,61',1.FSV Mainz 05,Bayer 04 Leverkusen,3:1 ,2005/2006,1
9,Sören Larsen,Mittelstürmer,FC Schalke 04,Oliver Kahn,1:1,90',FC Schalke 04,FC Bayern München,1:1 ,2005/2006,1
10,Lukas Podolski,Hängende Spitze,1.FC Köln,Oka Nikolov,4:2,54',Eintracht Frankfurt,1.FC Köln,6:3 ,2005/2006,1
10,Danijel Ljuboja,Mittelstürmer,VfB Stuttgart,Hans Jörg Butt,1:1,71',Bayer 04 Leverkusen,VfB Stuttgart,1:1 ,2005/2006,1
12,Thomas Brdaric,Mittelstürmer,Hannover 96,Dimo Wache,1:2,86',Hannover 96,1.FSV Mainz 05,2:2 ,2005/2006,1
15,Michael Thurk,Mittelstürmer,1.FSV Mainz 05,Simon Jentzsch,1:0,2',1.FSV Mainz 05,VfL Wolfsburg,5:1 ,2005/2006,1
16,Mehdi Mahdavikia,Rechter Verteidiger,Hamburger SV,Christian Fiedler,2:0,8',Hamburger SV,Hertha BSC,2:1 ,2005/2006,1
1,Thomas von Heesen,Offensives Mittelfeld,Hamburger SV,Andreas Köpke,1:1,26',Hamburger SV,1.FC Nürnberg,5:2 ,1993/1994,1
2,Olaf Thon,Zentrales Mittelfeld,FC Bayern München,Rüdiger Vollborn,1:1,26',Bayer 04 Leverkusen,FC Bayern München,2:1 ,1993/1994,1
2,Peter Közle,Mittelstürmer,MSV Duisburg,Stanislav Cherchesov,0:1,85',SG Dynamo Dresden,MSV Duisburg,0:1 ,1993/1994,1
3,Rodolfo Cardoso,Offensives Mittelfeld,SC Freiburg,Stefan Klos,0:1,12',Borussia Dortmund,SC Freiburg,3:2 ,1993/1994,1
3,Thomas von Heesen,Offensives Mittelfeld,Hamburger SV,Holger Gehrke,3:0,38',Hamburger SV,FC Schalke 04,4:1 ,1993/1994,1
4,Sergio Zárate,Mittelstürmer,1.FC Nürnberg,Ulrich Stein,1:2,53',1.FC Nürnberg,Eintracht Frankfurt,1:5 ,1993/1994,1
5,Stefan Kuntz,Mittelstürmer,1.FC Kaiserslautern,Andreas Köpke,3:0,85',1.FC Kaiserslautern,1.FC Nürnberg,3:1 ,1993/1994,1
5,Sergio Zárate,Mittelstürmer,1.FC Nürnberg,Gerry Ehrmann,3:1,90',1.FC Kaiserslautern,1.FC Nürnberg,3:1 ,1993/1994,1
6,Fritz Walter,Mittelstürmer,VfB Stuttgart,Stefan Klos,1:0,18',VfB Stuttgart,Borussia Dortmund,2:2 ,1993/1994,1
6,Franco Foda,Libero,Bayer 04 Leverkusen,Bodo Illgner,0:0,22',Bayer 04 Leverkusen,1.FC Köln,2:1 ,1993/1994,1
7,Ulf Kirsten,Mittelstürmer,Bayer 04 Leverkusen,Zdenko Miletic,1:0,43',Arminia Bielefeld,Bayer 04 Leverkusen,2:1 ,1997/1998,1
7,Ingo Anderbrügge,Linkes Mittelfeld,FC Schalke 04,Hans Jörg Butt,2:2,63',FC Schalke 04,Hamburger SV,2:2 ,1997/1998,1
8,Michael Zeyer,Zentrales Mittelfeld,MSV Duisburg,Zdenko Miletic,1:0,33',MSV Duisburg,Arminia Bielefeld,2:1 ,1997/1998,1
10,Bernhard Winkler,Mittelstürmer,TSV 1860 München,Uwe Kamps,1:1,34',Borussia Mönchengladbach,TSV 1860 München,5:1 ,1997/1998,1
10,Ioan Lupescu,Zentrales Mittelfeld,Borussia Mönchengladbach,Bernd Meier,3:1,62',Borussia Mönchengladbach,TSV 1860 München,5:1 ,1997/1998,1
11,Sergej Barbarez,Hängende Spitze,FC Hansa Rostock,Jens Lehmann,2:0,39',FC Hansa Rostock,FC Schalke 04,4:1 ,1997/1998,1
13,Ulf Kirsten,Mittelstürmer,Bayer 04 Leverkusen,Uwe Zimmermann,1:0,37',Bayer 04 Leverkusen,VfL Wolfsburg,2:1 ,1997/1998,1
13,Stefan Effenberg,Zentrales Mittelfeld,Borussia Mönchengladbach,Thomas Gill,2:4,76',MSV Duisburg,Borussia Mönchengladbach,4:5 ,1997/1998,1
15,Stefan Kuntz,Mittelstürmer,Arminia Bielefeld,Gábor Király,1:0,37',Arminia Bielefeld,Hertha BSC,1:3 ,1997/1998,1
16,Stefan Beinlich,Offensives Mittelfeld,Bayer 04 Leverkusen,Gábor Király,2:2,67',Hertha BSC,Bayer 04 Leverkusen,2:2 ,1997/1998,1
10,Ulf Kirsten,Mittelstürmer,Bayer 04 Leverkusen,Daniel Hoffmann,1:0,63',Bayer 04 Leverkusen,TSV 1860 München,1:1 ,1999/2000,1
10,Peter Wibran,Defensives Mittelfeld,FC Hansa Rostock,Frank Rost,1:1,74',SV Werder Bremen,FC Hansa Rostock,2:1 ,1999/2000,1
10,Altin Rraklli,Mittelstürmer,SpVgg Unterhaching,Richard Golz,1:0,80',SpVgg Unterhaching,SC Freiburg,1:0 ,1999/2000,1
11,Hans Jörg Butt,Torwart,Hamburger SV,Perry Bräutigam,2:1,39',FC Hansa Rostock,Hamburger SV,3:3 ,1999/2000,1
11,Marc Wilmots,Offensives Mittelfeld,FC Schalke 04,Andreas Reinke,0:1,45',1.FC Kaiserslautern,FC Schalke 04,2:1 ,1999/2000,1
11,Horst Heldt,Offensives Mittelfeld,Eintracht Frankfurt,Gábor Király,4:0,89',Eintracht Frankfurt,Hertha BSC,4:0 ,1999/2000,1
12,Altin Rraklli,Mittelstürmer,SpVgg Unterhaching,Jens Lehmann,1:0,38',SpVgg Unterhaching,Borussia Dortmund,1:0 ,1999/2000,1
13,Hans Jörg Butt,Torwart,Hamburger SV,Frank Rost,2:1,90',SV Werder Bremen,Hamburger SV,2:1 ,1999/2000,1
14,Adel Sellimi,Mittelstürmer,SC Freiburg,Mathias Schober,0:1,34',FC Schalke 04,SC Freiburg,2:2 ,1999/2000,1
14,Ulf Kirsten,Mittelstürmer,Bayer 04 Leverkusen,Frank Rost,2:1,47',Bayer 04 Leverkusen,SV Werder Bremen,3:2 ,1999/2000,1
1,Ingo Anderbrügge,Linkes Mittelfeld,FC Schalke 04,Ralf Eilenberger,1:0,29',FC Schalke 04,SG Wattenscheid 09,3:4 ,1992/1993,1
1,Uwe Tschiskale,Mittelstürmer,SG Wattenscheid 09,Jens Lehmann,2:2,56',FC Schalke 04,SG Wattenscheid 09,3:4 ,1992/1993,1
3,Manfred Bender,Offensives Mittelfeld,Karlsruher SC,Oliver Reck,2:2,40',Karlsruher SC,SV Werder Bremen,5:2 ,1992/1993,1
3,Frank Heinemann,Defensives Mittelfeld,VfL Bochum,Stefan Brasas,1:0,45',VfL Bochum,1.FC Saarbrücken,4:0 ,1992/1993,1
3,Stefan Kuntz,Mittelstürmer,1.FC Kaiserslautern,Ralf Eilenberger,4:0,80',1.FC Kaiserslautern,SG Wattenscheid 09,4:1 ,1992/1993,1
4,Torsten Gütschow,Mittelstürmer,SG Dynamo Dresden,Raimond Aumann,3:1,88',FC Bayern München,SG Dynamo Dresden,3:1 ,1992/1993,1
4,Thomas Strunz,Defensives Mittelfeld,VfB Stuttgart,Oliver Kahn,2:1,90',VfB Stuttgart,Karlsruher SC,2:1 ,1992/1993,1
5,Uwe Bein,Offensives Mittelfeld,Eintracht Frankfurt,Stefan Klos,2:1,46',Eintracht Frankfurt,Borussia Dortmund,4:1 ,1992/1993,1
6,Peter Nielsen,Offensives Mittelfeld,Borussia Mönchengladbach,Ulrich Stein,1:1,21',Borussia Mönchengladbach,Eintracht Frankfurt,3:3 ,1992/1993,1
6,Martin Kree,Innenverteidiger,Bayer 04 Leverkusen,Oliver Kahn,3:1,51',Bayer 04 Leverkusen,Karlsruher SC,5:1 ,1992/1993,1
7,Markus Feldhoff,Mittelstürmer,Bayer 04 Leverkusen,Jörg Schmadtke,3:1,56',Bayer 04 Leverkusen,SC Freiburg,5:3 ,1996/1997,1
8,Karl Werner,Innenverteidiger,Fortuna Düsseldorf,Uwe Kamps,1:0,16',Fortuna Düsseldorf,Borussia Mönchengladbach,1:0 ,1996/1997,1
8,Andreas Herzog,Offensives Mittelfeld,SV Werder Bremen,Oliver Kahn,1:0,23',SV Werder Bremen,FC Bayern München,3:0 ,1996/1997,1
8,Sunday Oliseh,Defensives Mittelfeld,1.FC Köln,Uwe Gospodarek,2:0,76',1.FC Köln,VfL Bochum,2:0 ,1996/1997,1
10,Vlatko Glavas,Offensives Mittelfeld,Fortuna Düsseldorf,Uwe Gospodarek,2:0,22',Fortuna Düsseldorf,VfL Bochum,2:2 ,1996/1997,1
10,Mehmet Scholl,Offensives Mittelfeld,FC Bayern München,Michael Kraft,0:2,56',1.FC Köln,FC Bayern München,2:4 ,1996/1997,1
10,Matthias Breitkreutz,Offensives Mittelfeld,Arminia Bielefeld,Holger Hiemann,2:2,61',Hamburger SV,Arminia Bielefeld,2:2 ,1996/1997,1
10,Toni Polster,Mittelstürmer,1.FC Köln,Oliver Kahn,2:3,77',1.FC Köln,FC Bayern München,2:4 ,1996/1997,1
12,Andreas Herzog,Offensives Mittelfeld,SV Werder Bremen,Dirk Heinen,1:0,32',SV Werder Bremen,Bayer 04 Leverkusen,1:1 ,1996/1997,1
12,Krasimir Balakov,Offensives Mittelfeld,VfB Stuttgart,Uwe Kamps,3:0,68',VfB Stuttgart,Borussia Mönchengladbach,5:0 ,1996/1997,1
6,Andreas Brehme,Linker Verteidiger,1.FC Kaiserslautern,Oliver Kahn,1:1,20',1.FC Kaiserslautern,FC Bayern München,2:3 ,1995/1996,1
6,Stefan Reuter,Rechtes Mittelfeld,Borussia Dortmund,Eberhard Trautner,5:1,49',Borussia Dortmund,VfB Stuttgart,6:3 ,1995/1996,1
7,Toni Polster,Mittelstürmer,1.FC Köln,Jörg Schmadtke,1:1,75',1.FC Köln,SC Freiburg,1:1 ,1995/1996,1
7,Jürgen Klinsmann,Mittelstürmer,FC Bayern München,Dirk Heinen,1:0,89',FC Bayern München,Bayer 04 Leverkusen,1:0 ,1995/1996,1
8,Bernhard Winkler,Mittelstürmer,TSV 1860 München,Georg Koch,1:1,35',TSV 1860 München,Fortuna Düsseldorf,2:1 ,1995/1996,1
8,Stefan Reuter,Rechtes Mittelfeld,Borussia Dortmund,Oliver Kahn,1:0,41',Borussia Dortmund,FC Bayern München,3:1 ,1995/1996,1
11,Mehmet Scholl,Offensives Mittelfeld,FC Bayern München,Marc Ziegler,3:0,63',FC Bayern München,VfB Stuttgart,5:3 ,1995/1996,1
11,Mehmet Scholl,Offensives Mittelfeld,FC Bayern München,Marc Ziegler,5:3,90',FC Bayern München,VfB Stuttgart,5:3 ,1995/1996,1
12,Jens Scharping,Mittelstürmer,FC St. Pauli,Bodo Illgner,1:2,57',FC St. Pauli,1.FC Köln,3:3 ,1995/1996,1
12,Claus-Dieter Wollitz,Offensives Mittelfeld,1.FC Kaiserslautern,Claus Reitmaier,2:1,85',1.FC Kaiserslautern,Karlsruher SC,2:2 ,1995/1996,1
1,Michael Tönnies,Mittelstürmer,MSV Duisburg,Eike Immel,1:0,29',MSV Duisburg,VfB Stuttgart,1:0 ,1991/1992,1
1,Michael Spies,Offensives Mittelfeld,FC Hansa Rostock,Andreas Köpke,4:0,90',FC Hansa Rostock,1.FC Nürnberg,4:0 ,1991/1992,1
2,Christian Schreier,Offensives Mittelfeld,Fortuna Düsseldorf,Andreas Köpke,2:1,30',1.FC Nürnberg,Fortuna Düsseldorf,3:1 ,1991/1992,1
2,Markus Schupp,Offensives Mittelfeld,SG Wattenscheid 09,Rüdiger Vollborn,2:0,82',SG Wattenscheid 09,Bayer 04 Leverkusen,3:0 ,1991/1992,1
3,Michael Spies,Offensives Mittelfeld,FC Hansa Rostock,Wolfgang de Beer,3:0,47',FC Hansa Rostock,Borussia Dortmund,5:1 ,1991/1992,1
3,Michael Spies,Offensives Mittelfeld,FC Hansa Rostock,Wolfgang de Beer,5:1,82',FC Hansa Rostock,Borussia Dortmund,5:1 ,1991/1992,1
4,Stefan Effenberg,Zentrales Mittelfeld,FC Bayern München,Jens Lehmann,2:0,38',FC Bayern München,FC Schalke 04,3:2 ,1991/1992,1
4,Markus Schupp,Offensives Mittelfeld,SG Wattenscheid 09,Oliver Kahn,1:1,47',SG Wattenscheid 09,Karlsruher SC,1:1 ,1991/1992,1
4,Günter Güttler,Libero,FC Schalke 04,Raimond Aumann,3:2,62',FC Bayern München,FC Schalke 04,3:2 ,1991/1992,1
5,Markus Schupp,Offensives Mittelfeld,SG Wattenscheid 09,Oliver Reck,1:1,46',SV Werder Bremen,SG Wattenscheid 09,2:2 ,1991/1992,1
7,Daniel Brosinski,Rechter Verteidiger,1.FSV Mainz 05,Frederik Rönnow,1:0,6',1.FSV Mainz 05,FC Schalke 04,2:2 ,2020/2021,1
7,Nicolás González,Linksaußen,VfB Stuttgart,Kevin Trapp,1:0,17',VfB Stuttgart,Eintracht Frankfurt,2:2 ,2020/2021,1
7,Lars Stindl,Hängende Spitze,Borussia Mönchengladbach,Lukas Hradecky,0:1,18',Bayer 04 Leverkusen,Borussia Mönchengladbach,4:3 ,2020/2021,1
7,Matheus Cunha,Mittelstürmer,Hertha BSC,Rafal Gikiewicz,0:1,44',FC Augsburg,Hertha BSC,0:3 ,2020/2021,1
7,Jean-Philippe Mateta,Mittelstürmer,1.FSV Mainz 05,Frederik Rönnow,2:1,45',1.FSV Mainz 05,FC Schalke 04,2:2 ,2020/2021,1
7,Max Kruse,Hängende Spitze,1.FC Union Berlin,Stefan Ortega,4:0,52',1.FC Union Berlin,Arminia Bielefeld,5:0 ,2020/2021,1
7,Marcel Sabitzer,Zentrales Mittelfeld,RasenBallsport Leipzig,Florian Müller,2:0,70',RasenBallsport Leipzig,SC Freiburg,3:0 ,2020/2021,1
7,Leonardo Bittencourt,Offensives Mittelfeld,SV Werder Bremen,Timo Horn,1:1,82',SV Werder Bremen,1.FC Köln,1:1 ,2020/2021,1
8,Andrej Kramaric,Mittelstürmer,TSG 1899 Hoffenheim,Gregor Kobel,3:2,71',TSG 1899 Hoffenheim,VfB Stuttgart,3:3 ,2020/2021,1
8,Matheus Cunha,Mittelstürmer,Hertha BSC,Roman Bürki,2:4,79',Hertha BSC,Borussia Dortmund,2:5 ,2020/2021,1
1,Rainer Ernst,Offensives Mittelfeld,1.FC Kaiserslautern,Richard Golz,0:1,17',Hamburger SV,1.FC Kaiserslautern,1:3 ,1990/1991,1
1,Jörg Dittwar,Defensives Mittelfeld,1.FC Nürnberg,Bernd Dreher,1:1,26',1.FC Nürnberg,KFC Uerdingen 05,1:1 ,1990/1991,1
1,Jan Furtok,Mittelstürmer,Hamburger SV,Gerry Ehrmann,1:1,56',Hamburger SV,1.FC Kaiserslautern,1:3 ,1990/1991,1
1,Stefan Effenberg,Zentrales Mittelfeld,FC Bayern München,Rüdiger Vollborn,1:1,83',FC Bayern München,Bayer 04 Leverkusen,1:1 ,1990/1991,1
2,Franco Foda,Libero,Bayer 04 Leverkusen,Andreas Köpke,2:1,72',Bayer 04 Leverkusen,1.FC Nürnberg,2:2 ,1990/1991,1
2,Jörg Dittwar,Defensives Mittelfeld,1.FC Nürnberg,Rüdiger Vollborn,2:2,89',Bayer 04 Leverkusen,1.FC Nürnberg,2:2 ,1990/1991,1
3,Uwe Bein,Offensives Mittelfeld,Eintracht Frankfurt,Jörg Schmadtke,1:1,21',Eintracht Frankfurt,Fortuna Düsseldorf,5:1 ,1990/1991,1
3,Jörg Dittwar,Defensives Mittelfeld,1.FC Nürnberg,Klaus Thomforde,2:0,22',1.FC Nürnberg,FC St. Pauli,5:2 ,1990/1991,1
3,Andreas Möller,Offensives Mittelfeld,Eintracht Frankfurt,Jörg Schmadtke,4:1,48',Eintracht Frankfurt,Fortuna Düsseldorf,5:1 ,1990/1991,1
4,Norbert Schlegel,Abwehr,Hertha BSC,Gerry Ehrmann,0:1,22',1.FC Kaiserslautern,Hertha BSC,4:3 ,1990/1991,1
1,Stefan Kuntz,Mittelstürmer,1.FC Kaiserslautern,Uwe Kamps,2:0,24',1.FC Kaiserslautern,Borussia Mönchengladbach,2:1 ,1989/1990,1
1,Wolfgang Funkel,Innenverteidiger,KFC Uerdingen 05,Hans-Jürgen Gundelach,2:0,36',KFC Uerdingen 05,FC 08 Homburg,3:0 ,1989/1990,1
